ID,Testrail Link,Title,Automatability,Automation Assignee,Vendor Assignee,Automation Complexity,Automation Status,Capability,Complexity,Created On,Priority,Product,Status,Suite,Testing Phase,Testing Type,Test Type,Platform,Updated By,Updated On
C1138664,https://myntfintech.testrail.io/index.php?/cases/view/1138664,"[WEB] TRIBE01-118352-039 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number with SPECIAL CHARACTER",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138665,https://myntfintech.testrail.io/index.php?/cases/view/1138665,"[WEB] TRIBE01-118352-040 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number with CHARACTER",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138666,https://myntfintech.testrail.io/index.php?/cases/view/1138666,"[WEB] TRIBE01-118352-041 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number with SPACE in between",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138667,https://myntfintech.testrail.io/index.php?/cases/view/1138667,"[WEB] TRIBE01-118352-042 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number with DECIMAL POINT",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138668,https://myntfintech.testrail.io/index.php?/cases/view/1138668,"[WEB] TRIBE01-118352-043 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number only value is SPECIAL CHARACTER",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138669,https://myntfintech.testrail.io/index.php?/cases/view/1138669,"[WEB] TRIBE01-118352-044 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, if agent input zendesk ticket number only value is CHARACTER",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138670,https://myntfintech.testrail.io/index.php?/cases/view/1138670,"[WEB] TRIBE01-118352-045 [Field Validation] Verify SUBMIT btn behavior on 1st pop-up notification, did not put any value in input field",Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C1138671,https://myntfintech.testrail.io/index.php?/cases/view/1138671,[WEB] TRIBE01-118352-046 [Field Validation] Validate error prompt message properties and elements,Automatable,MYNT,Mynt,Low,,MPIN Reset,Low,12/1/2025 5:01 AM,High,Operations/Internal Portals,New,TRIBE14 | GRCX,BE Regression,web,web,web,Kyarra Anne Layug,12/1/2025 5:01 AM
C85779,https://myntfintech.testrail.io/index.php?/cases/view/85779,[GRC] [Sanity Testing] [CRP Management] [Maker] [Low Risk] Verify Handling after user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:35 AM
C85780,https://myntfintech.testrail.io/index.php?/cases/view/85780,[GRC] [Sanity Testing] [CRP Management] [Maker] [Low Risk] Verify Notification after user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:35 AM
C85781,https://myntfintech.testrail.io/index.php?/cases/view/85781,[GRC] [Sanity Testing] [CRP Management] [Maker] [Normal Risk] Verify Handling after user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:35 AM
C85782,https://myntfintech.testrail.io/index.php?/cases/view/85782,[GRC] [Sanity Testing] [CRP Management] [Maker] [Normal Risk] Verify Notification after user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85783,https://myntfintech.testrail.io/index.php?/cases/view/85783,[GRC] [Sanity Testing] [CRP Management] [Maker] [High Risk] Verify if user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85784,https://myntfintech.testrail.io/index.php?/cases/view/85784,[GRC] [Sanity Testing] [CRP Management] [Maker] [High Risk] Verify if user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85785,https://myntfintech.testrail.io/index.php?/cases/view/85785,[GRC] [Sanity Testing] [CRP Management] [Maker] [Very High Risk] Verify if user can Create CRP L3 with All Fields,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85786,https://myntfintech.testrail.io/index.php?/cases/view/85786,[GRC] [Sanity Testing] [Queue Portal] [B2C Approver] Verify if User can Approve Pending New CRP Application,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85787,https://myntfintech.testrail.io/index.php?/cases/view/85787,[GRC] [Sanity Testing] [Queue Portal] [B2C Approver] Verify SMS Notification for Approved Application,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85788,https://myntfintech.testrail.io/index.php?/cases/view/85788,[GRC] [Sanity Testing] [Queue Portal] [B2C Approver] Verify if User can Approve Pending Modify CRP Application,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85789,https://myntfintech.testrail.io/index.php?/cases/view/85789,[GRC] [Sanity Testing] [Queue Portal] [B2C Approver] Verify SMS Notification for Approved Application,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85821,https://myntfintech.testrail.io/index.php?/cases/view/85821,[GRC] [Sanity Testing][KYC9.1 to KYC9.1] [KYC Leader] [Queue Portal] [Direct Link] Create a KYC 9.1 CRP,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:36 AM
C85822,https://myntfintech.testrail.io/index.php?/cases/view/85822,[GRC] [Sanity Testing][KYC9.1 to KYC9.1] [KYC Leader] [Queue Portal] [Direct Link] Verify KYC 9.1 CRP Details in Queue Portal and Duplicate Suggestion will be displayed,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85823,https://myntfintech.testrail.io/index.php?/cases/view/85823,[GRC] [Sanity Testing][KYC9.1 to KYC9.1] [KYC Leader] [Queue Portal] [Direct Link] Verify On-Going and Existing Application Details in Duplicate Suggestion Window,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85824,https://myntfintech.testrail.io/index.php?/cases/view/85824,[GRC] [Sanity Testing] [KYC9.1 to KYC9.1][KYC Leader] [Queue Portal] [Direct Link] Link KYC 9.1 to KYC 9.1,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85825,https://myntfintech.testrail.io/index.php?/cases/view/85825,"[GRC] [Sanity Testing] [KYC9.1 to KYC9.1] [KYC Leader] [Queue Portal] [Direct Link] Verify Newly Linked CRP Details in Tracking Page, QA View, QA Result, CRP Management and Account Maintenance",Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85826,https://myntfintech.testrail.io/index.php?/cases/view/85826,"[GRC] [Sanity Testing] [KYC9.1 to KYC9.1] [KYC Leader] [Queue Portal] [Direct Link] Verify if the details of Reference Tab and Wallet Tab of newly linked CRP in Tracking Page, QA View, QA Result, CRP Mngt and Acct. Maintenance",Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Low,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85832,https://myntfintech.testrail.io/index.php?/cases/view/85832,[GRC] [Sanity Testing] [MTC-TRO] Verify that User is able to Approve Change Wallet Status Request,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85833,https://myntfintech.testrail.io/index.php?/cases/view/85833,[GRC] [Sanity Testing] [Account Maintenance] [L1 Maker] Verify if User can Change Wallet Status of L3 Mobtel,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C85834,https://myntfintech.testrail.io/index.php?/cases/view/85834,[GRC] [Sanity Testing] [Team Leader] Verify that User is able to Approve Change Wallet Status Request,Automatable,Stratpoint,Stratpoint,Low,,KYC Risk Profiling,Medium,1/7/2025 3:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 5,11/28/2025 3:37 AM
C170783,https://myntfintech.testrail.io/index.php?/cases/view/170783,"[BE][B2C Approver] Validate that in Queue In-App, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170784,https://myntfintech.testrail.io/index.php?/cases/view/170784,"[BE][B2C Approver] Validate that in Queue Portal, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170785,https://myntfintech.testrail.io/index.php?/cases/view/170785,"[BE][B2C Approver] Validate that in Queue GCash Jr, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170786,https://myntfintech.testrail.io/index.php?/cases/view/170786,"[BE][B2C Approver] Validate that in Queue International, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170793,https://myntfintech.testrail.io/index.php?/cases/view/170793,"[BE][B2C Approver] [Tracking]Verify that the application to ensure that if the first user is currently viewing it, the second user is unable to access it simultaneously.",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170857,https://myntfintech.testrail.io/index.php?/cases/view/170857,"[BE][KYC Leader] Validate that in Queue In-App, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170858,https://myntfintech.testrail.io/index.php?/cases/view/170858,"[BE][KYC Leader] Validate that in Queue Portal, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170859,https://myntfintech.testrail.io/index.php?/cases/view/170859,"[BE][KYC Leader] Validate that in Queue GCash Jr, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C170860,https://myntfintech.testrail.io/index.php?/cases/view/170860,"[BE][KYC Leader] Validate that in Queue International, manual link is still visible",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,High,2/21/2025 3:38 PM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
BE Regression
FE Sanity
BE Sanity
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490761,https://myntfintech.testrail.io/index.php?/cases/view/490761,Verify if user can Create L1-L3 CRP with Low Risk Score,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490763,https://myntfintech.testrail.io/index.php?/cases/view/490763,Verify if user can Create L1-L3 CRP with Normal Risk Score,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490765,https://myntfintech.testrail.io/index.php?/cases/view/490765,Verify if user can Create L1-L3 CRP with High Risk Score,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,High,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490766,https://myntfintech.testrail.io/index.php?/cases/view/490766,Verify if user can view High Risk in Queue Portal,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Low,6/4/2025 6:17 AM,Low,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490767,https://myntfintech.testrail.io/index.php?/cases/view/490767,Verify if user can Create L1-L3 CRP with Very High Risk Score,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490768,https://myntfintech.testrail.io/index.php?/cases/view/490768,Verify if User can Approve Pending Application without editing the application form,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,High,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490794,https://myntfintech.testrail.io/index.php?/cases/view/490794,Execute multiple searches rapidly to check if the system handles concurrent requests without performance degradation.,Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490817,https://myntfintech.testrail.io/index.php?/cases/view/490817,"Validate that in Queue Portal, Duplicate Suggestion is still visible",Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490826,https://myntfintech.testrail.io/index.php?/cases/view/490826,Verify that User able to Reset MPIN in Account Maintenance,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490828,https://myntfintech.testrail.io/index.php?/cases/view/490828,Validate that user able to downgrade L3 Local mobtel using CRP management,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490829,https://myntfintech.testrail.io/index.php?/cases/view/490829,Validate that user able to received SMS after downgrade L3 Local mobtel using CRP management,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490838,https://myntfintech.testrail.io/index.php?/cases/view/490838,Validate that the Images and information is correct upon approved,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,Low,6/4/2025 6:17 AM,Low,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490846,https://myntfintech.testrail.io/index.php?/cases/view/490846,Verify if User can Approve Pending Application without editing the application form,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,High,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490848,https://myntfintech.testrail.io/index.php?/cases/view/490848,Verify if User can Reject Pending Application without editing the application form,Automatable,Stratpoint,Stratpoint,Low,Not Started,KYC Risk Profiling,High,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,5/25/2026 3:03 AM
C490858,https://myntfintech.testrail.io/index.php?/cases/view/490858,Verify if user can view and approved L1-L3 Gcash Jr. kids Application in Queue Jr.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490859,https://myntfintech.testrail.io/index.php?/cases/view/490859,Verify the details of recently approved L1-L3 Gcash Jr. kids Application are correct.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,High,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490862,https://myntfintech.testrail.io/index.php?/cases/view/490862,Verify if user can view and approved L3-L3 Gcash Jr. Kids Application in Queue Jr.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490863,https://myntfintech.testrail.io/index.php?/cases/view/490863,Verify the details of recently approved L3-L3 Gcash Jr. kids Application are correct.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,High,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490866,https://myntfintech.testrail.io/index.php?/cases/view/490866,Verify if user can view and approved L1-L3 Gcash Jr. Teens Application in Queue Jr.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490867,https://myntfintech.testrail.io/index.php?/cases/view/490867,Verify the details of recently approved L1-L3 Gcash Jr. Teens Application are correct.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,High,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490870,https://myntfintech.testrail.io/index.php?/cases/view/490870,Verify if user can view and approved L3-L3 Gcash Jr. Teens Application in Queue Jr.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,Medium,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490871,https://myntfintech.testrail.io/index.php?/cases/view/490871,Verify the details of recently approved L3-L3 Gcash Jr. Teens Application are correct.,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,High,6/4/2025 6:17 AM,Medium,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490875,https://myntfintech.testrail.io/index.php?/cases/view/490875,Verify that 08 and 63-8 DITO Mobtel are searchable in Tracking CRP Management and Account Maintenance in Jarvis Portal,Automatable,MYNT,Mynt,Low,,KYC Risk Profiling,High,6/4/2025 6:17 AM,High,KYC Manual,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490904,https://myntfintech.testrail.io/index.php?/cases/view/490904,[BE] Validate if the user will able to downgrade mobtel prior the DBscript change,Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Low,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490905,https://myntfintech.testrail.io/index.php?/cases/view/490905,"[BE] Validate that for Local L3, will able to replicate the downgrade issue prior the DBscript change",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490906,https://myntfintech.testrail.io/index.php?/cases/view/490906,"[BE] Validate that for GI L3, will able to replicate the downgrade issue prior the DBscript change",Automatable,MYNT,Mynt,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,Alexander Jabson,8/13/2025 10:36 AM
C490907,https://myntfintech.testrail.io/index.php?/cases/view/490907,"[BE] Validate that for Junior Kids L3, will able to replicate the downgrade issue prior the DBscript change",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490908,https://myntfintech.testrail.io/index.php?/cases/view/490908,"[BE] Validate that for Junior Teens L3, will able to replicate the downgrade issue prior the DBscript change",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,High,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490909,https://myntfintech.testrail.io/index.php?/cases/view/490909,"[BE] Validate that for Local L3 which could not be downgraded, when the script is run, then the mobtel will revert to L1 via Batch Engine",Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
C490914,https://myntfintech.testrail.io/index.php?/cases/view/490914,[BE] Validate that all upgraded L3 can be downgraded to L1 using the batch downgrade w/o the need to run the script,Automatable,Stratpoint,Stratpoint,Low,,KYC Application Dispositioning,Medium,6/4/2025 6:17 AM,Low,eKYC,New,TRIBE14 | GRCX,"BE Regression
FE Regression
Pre-Test
Post-Test",web,web,web,QA Automation 6,4/29/2026 3:16 AM
